nm_area_plantada_mil_ha,dt_ano_agricola,sigla_uf,id_produto,nm_producao_mil_t,nm_produtividade_mil_ha_mil_t
18.6,2013-14             ,MA,4586,30.4,1.6
20.9,2013-14             ,MG,4586,28.3,1.4
37.5,2013-14             ,MS,4586,63.3,1.7
643.1,2013-14             ,MT,4586,1005.9,1.6
0.3,2013-14             ,PE,4586,0.1,0.3
12.1,2013-14             ,PI,4586,19.7,1.6
0.9,2013-14             ,PR,4586,0.8,0.9
0.4,2013-14             ,RN,4586,0.6,1.5
8,2013-14             ,SP,4586,10.7,1.3
4.8,2013-14             ,TO,4586,7.4,1.5
281.1,2014-15             ,BA,4586,434.6,1.5
33.8,2014-15             ,GO,4586,52.2,1.5
21.4,2014-15             ,MA,4586,34.1,1.6
18.8,2014-15             ,MG,4586,27.1,1.4
31.1,2014-15             ,MS,4586,55.3,1.8
562.7,2014-15             ,MT,4586,921.7,1.6
0.2,2014-15             ,PB,4586,0.1,0.5
14.2,2014-15             ,PI,4586,20.1,1.4
0.9,2014-15             ,PR,4586,0.7,0.8
0.3,2014-15             ,RN,4586,0.5,1.7
3.4,2014-15             ,SP,4586,4.6,1.4
7.7,2014-15             ,TO,4586,11.8,1.5
235.2,2015-16             ,BA,4586,247.3,1.1
0.3,2015-16             ,CE,4586,0.1,0.3
29.7,2015-16             ,GO,4586,35.1,1.2
20.9,2015-16             ,MA,4586,33,1.6
19.6,2015-16             ,MG,4586,26.8,1.4
29.9,2015-16             ,MS,4586,48.3,1.6
600.8,2015-16             ,MT,4586,880.5,1.5
5.5,2015-16             ,PI,4586,2.7,0.5
0.9,2015-16             ,PR,4586,0.7,0.8
0.3,2015-16             ,RN,4586,0.5,1.7
4.2,2015-16             ,SP,4586,5.5,1.3
7.8,2015-16             ,TO,4586,8.7,1.1
201.6,2016-17             ,BA,4586,346.2,1.7
0.4,2016-17             ,CE,4586,0.2,0.5
26.2,2016-17             ,GO,4586,41.9,1.6
22.5,2016-17             ,MA,4586,35.2,1.6
15.6,2016-17             ,MG,4586,22.7,1.5
28.6,2016-17             ,MS,4586,49.1,1.7
627.8,2016-17             ,MT,4586,1011.3,1.6
0.4,2016-17             ,PB,4586,0.1,0.2
5.6,2016-17             ,PI,4586,8.5,1.5
0.3,2016-17             ,RN,4586,0.5,1.7
2.5,2016-17             ,RR,4586,4,1.6
2.8,2016-17             ,SP,4586,3.7,1.3
4.8,2016-17             ,TO,4586,6.1,1.3
263.7,2017-18             ,BA,4586,498.4,1.9
1.2,2017-18             ,CE,4586,0.3,0.2
33,2017-18             ,GO,4586,53.3,1.6
22.3,2017-18             ,MA,4586,34.9,1.6
25,2017-18             ,MG,4586,39.7,1.6
30.4,2017-18             ,MS,4586,56.1,1.8
777.8,2017-18             ,MT,4586,1290.2,1.7
0.5,2017-18             ,PB,4586,0.2,0.4
7.2,2017-18             ,PI,4586,11.9,1.7
0.3,2017-18             ,RN,4586,0.5,1.7
4.8,2017-18             ,RR,4586,7.7,1.6
5.7,2017-18             ,SP,4586,8.4,1.5
2.8,2017-18             ,TO,4586,4.2,1.5
332,2018-19             ,BA,4586,597.6,1.8
1,2018-19             ,CE,4586,0.3,0.3
42.4,2018-19             ,GO,4586,68.5,1.6
27.7,2018-19             ,MA,4586,41.1,1.5
42,2018-19             ,MG,4586,67.5,1.6
37,2018-19             ,MS,4586,67.7,1.8
1092.8,2018-19             ,MT,4586,1868.7,1.7
0.7,2018-19             ,PB,4586,0.2,0.3
16.1,2018-19             ,PI,4586,24.8,1.5
0.7,2018-19             ,PR,4586,0.8,1.1
0.3,2018-19             ,RN,4586,0.4,1.3
5.2,2018-19             ,RO,4586,7.4,1.4
6,2018-19             ,RR,4586,10.5,1.8
9.9,2018-19             ,SP,4586,16.2,1.6
4.4,2018-19             ,TO,4586,7.1,1.6
0.5,2019-20             ,AL,4586,0.5,1
313.7,2019-20             ,BA,4586,596.7,1.9
2.8,2019-20             ,CE,4586,0.9,0.3
35.5,2019-20             ,GO,4586,60.1,1.7
27.8,2019-20             ,MA,4586,45.9,1.7
38.1,2019-20             ,MG,4586,64.5,1.7
32,2019-20             ,MS,4586,58.3,1.8
1166,2019-20             ,MT,4586,2098.7,1.8
1.9,2019-20             ,PB,4586,1.1,0.6
18.3,2019-20             ,PI,4586,30.4,1.7
1.2,2019-20             ,PR,4586,1.3,1.1
0.3,2019-20             ,RN,4586,0.4,1.3
9.8,2019-20             ,RO,4586,14.5,1.5
11,2019-20             ,SP,4586,17.2,1.6
6.7,2019-20             ,TO,4586,11.1,1.7
1,2020-21             ,AL,4586,0.8,0.8
266.6,2020-21             ,BA,4586,506.6,1.9
2.4,2020-21             ,CE,4586,2.3,1
27.3,2020-21             ,GO,4586,46.3,1.7
25.6,2020-21             ,MA,4586,44.5,1.7
31.8,2020-21             ,MG,4586,47.4,1.5
22.5,2020-21             ,MS,4586,44.7,2
961.3,2020-21             ,MT,4586,1617.1,1.7
1.5,2020-21             ,PB,4586,0.6,0.4
9.6,2020-21             ,PI,4586,19,2
0.8,2020-21             ,PR,4586,0.9,1.1
0.3,2020-21             ,RN,4586,0.4,1.3
8.1,2020-21             ,RO,4586,11.4,1.4
4.7,2020-21             ,SP,4586,7.3,1.6
7.1,2020-21             ,TO,4586,9.7,1.4
0.5,2021-22             ,AL,4586,0.3,0.6
307.7,2021-22             ,BA,4586,520.5,1.7
2.3,2021-22             ,CE,4586,1.4,0.6
27.1,2021-22             ,GO,4586,48,1.8
27.2,2021-22             ,MA,4586,56.7,2.1
29.4,2021-22             ,MG,4586,44.3,1.5
25.8,2021-22             ,MS,4586,49,1.9
1140.1,2021-22             ,MT,4586,1766,1.5
1.2,2021-22             ,PB,4586,0.4,0.3
15.6,2021-22             ,PI,4586,27.3,1.8
1.2,2021-22             ,PR,4586,1.4,1.2
0.3,2021-22             ,RN,4586,0.4,1.3
8.1,2021-22             ,RO,4586,12,1.5
8.5,2021-22             ,SP,4586,13,1.5
5.4,2021-22             ,TO,4586,9.4,1.7
0,2022-23             ,AC,4586,0,0
0,2022-23             ,AL,4586,0,0
0,2022-23             ,AM,4586,0,0
0,2022-23             ,AP,4586,0,0
312.6,2022-23             ,BA,4586,613.1,2
2.3,2022-23             ,CE,4586,1.9,0.8
0,2022-23             ,DF,4586,0,0
0,2022-23             ,ES,4586,0,0
28.9,2022-23             ,GO,4586,52,1.8
25.9,2022-23             ,MA,4586,47.5,1.8
25.8,2022-23             ,MG,4586,48.5,1.9
29.6,2022-23             ,MS,4586,57.8,2
1190.3,2022-23             ,MT,4586,2248.1,1.9
0,2022-23             ,PA,4586,0,0
0.7,2022-23             ,PB,4586,0.3,0.4
0,2022-23             ,PE,4586,0,0
16.4,2022-23             ,PI,4586,28.3,1.7
1.5,2022-23             ,PR,4586,1.9,1.3
0,2022-23             ,RJ,4586,0,0
0.7,2022-23             ,RN,4586,0.5,0.7
9.1,2022-23             ,RO,4586,13.8,1.5
0,2022-23             ,RR,4586,0,0
0,2022-23             ,RS,4586,0,0
0,2022-23             ,SC,4586,0,0
0,2022-23             ,SE,4586,0,0
12.9,2022-23             ,SP,4586,23.6,1.8
7,2022-23             ,TO,4586,12.8,1.8
0,2023-24             ,AC,4586,0,0
0,2023-24             ,AL,4586,0,0
0,2023-24             ,AM,4586,0,0
0,2023-24             ,AP,4586,0,0
346,2023-24             ,BA,4586,672.3,1.9
2,2023-24             ,CE,4586,2,1
0,2023-24             ,DF,4586,0,0
0,2023-24             ,ES,4586,0,0
30.3,2023-24             ,GO,4586,60.4,2
32.7,2023-24             ,MA,4586,56.4,1.7
32.1,2023-24             ,MG,4586,65.9,2.1
32,2023-24             ,MS,4586,66.5,2.1
1415.3,2023-24             ,MT,4586,2639.1,1.9
0,2023-24             ,PA,4586,0,0
0.7,2023-24             ,PB,4586,0.2,0.3
0,2023-24             ,PE,4586,0,0
23.7,2023-24             ,PI,4586,45,1.9
1.6,2023-24             ,PR,4586,1.9,1.2
0,2023-24             ,RJ,4586,0,0
0.7,2023-24             ,RN,4586,0.5,0.7
8.7,2023-24             ,RO,4586,13.2,1.5
0,2023-24             ,RR,4586,0,0
0,2023-24             ,RS,4586,0,0
0,2023-24             ,SC,4586,0,0
0,2023-24             ,SE,4586,0,0
9.9,2023-24             ,SP,4586,16.8,1.7
8.5,2023-24             ,TO,4586,13.8,1.6
0,2024-25             ,AC,4586,0,0
0,2024-25             ,AL,4586,0,0
0,2024-25             ,AM,4586,0,0
0,2024-25             ,AP,4586,0,0
357.4,2024-25             ,BA,4586,697.4,2
2,2024-25             ,CE,4586,1.5,0.8
0,2024-25             ,DF,4586,0,0
0,2024-25             ,ES,4586,0,0
30.3,2024-25             ,GO,4586,55.3,1.8
38.7,2024-25             ,MA,4586,70.8,1.8
32.1,2024-25             ,MG,4586,58.5,1.8
36.7,2024-25             ,MS,4586,75.8,2.1
1445,2024-25             ,MT,4586,2608,1.8
0,2024-25             ,PA,4586,0,0
0.7,2024-25             ,PB,4586,0.3,0.4
0,2024-25             ,PE,4586,0,0
28.2,2024-25             ,PI,4586,48.4,1.7
1.6,2024-25             ,PR,4586,2,1.2
0,2024-25             ,RJ,4586,0,0
0.9,2024-25             ,RN,4586,1.2,1.3
8.7,2024-25             ,RO,4586,12.9,1.5
0,2024-25             ,RR,4586,0,0
0,2024-25             ,RS,4586,0,0
0,2024-25             ,SC,4586,0,0
0,2024-25             ,SE,4586,0,0
9.9,2024-25             ,SP,4586,17.2,1.7
9.1,2024-25             ,TO,4586,15.9,1.7
2,1976-77             ,BA,4674,3,1.5
2,1976-77             ,CE,4674,2,1
1,1976-77             ,GO,4674,1,1
0,1976-77             ,GO,4674,0,0
19,1976-77             ,MS,4674,28,1.5
10,1976-77             ,MT,4674,14,1.4
0,1976-77             ,PB,4674,0,0
31,1976-77             ,PR,4674,41,1.3
3,1976-77             ,PR,4674,2,0.7
9,1976-77             ,RS,4674,10,1.1
95,1976-77             ,SP,4674,152,1.6
50,1976-77             ,SP,4674,60,1.2
2,1977-78             ,BA,4674,3,1.5
1,1977-78             ,CE,4674,1,1
2,1977-78             ,GO,4674,2,1
3,1977-78             ,MG,4674,4,1.3
15,1977-78             ,MS,4674,22,1.5
6,1977-78             ,MS,4674,2,0.3
0,1977-78             ,PB,4674,0,0
37,1977-78             ,PR,4674,49,1.3
3,1977-78             ,PR,4674,2,0.7
8,1977-78             ,RS,4674,8,1
63,1977-78             ,SP,4674,58,0.9
2,1978-79             ,BA,4674,3,1.5
1,1978-79             ,CE,4674,1,1
3,1978-79             ,GO,4674,4,1.3
4,1978-79             ,MG,4674,7,1.8
12,1978-79             ,MS,4674,21,1.8
7,1978-79             ,MS,4674,11,1.6
1,1978-79             ,MT,4674,1,1
1,1978-79             ,PB,4674,1,1
36,1978-79             ,PR,4674,62,1.7
9,1978-79             ,PR,4674,8,0.9
7,1978-79             ,RS,4674,6,0.9
119,1978-79             ,SP,4674,222,1.9
84,1978-79             ,SP,4674,112,1.3
2,1979-80             ,BA,4674,3,1.5
1,1979-80             ,CE,4674,0,0
1,1979-80             ,GO,4674,2,2
6,1979-80             ,MG,4674,11,1.8
22,1979-80             ,MS,4674,33,1.5
5,1979-80             ,MS,4674,3,0.6
1,1979-80             ,MT,4674,1,1
1,1979-80             ,PB,4674,1,1
46,1979-80             ,PR,4674,74,1.6
8,1979-80             ,PR,4674,6,0.8
7,1979-80             ,RS,4674,8,1.1
1,1979-80             ,SC,4674,2,2
166,1979-80             ,SP,4674,299,1.8
70,1979-80             ,SP,4674,82,1.2
2,1980-81             ,BA,4674,3,1.5
0,1980-81             ,CE,4674,0,0
0,1980-81             ,GO,4674,0,0
4,1980-81             ,MG,4674,6,1.5
11,1980-81             ,MS,4674,19,1.7
1,1980-81             ,MS,4674,1,1
1,1980-81             ,PB,4674,0,0
32,1980-81             ,PR,4674,51,1.6
6,1980-81             ,PR,4674,4,0.7
6,1980-81             ,RS,4674,6,1
1,1980-81             ,SC,4674,2,2
0,1980-81             ,SC,4674,0,0
90,1980-81             ,SP,4674,165,1.8
67,1980-81             ,SP,4674,62,0.9
2,1981-82             ,BA,4674,4,2
1,1981-82             ,CE,4674,1,1
0,1981-82             ,GO,4674,0,0
4,1981-82             ,MG,4674,6,1.5
7,1981-82             ,MS,4674,9,1.3
1,1981-82             ,MS,4674,1,1
1,1981-82             ,PB,4674,1,1
25,1981-82             ,PR,4674,36,1.4
2,1981-82             ,PR,4674,2,1
7,1981-82             ,RS,4674,6,0.9
1,1981-82             ,SC,4674,2,2
0,1981-82             ,SC,4674,0,0
132,1981-82             ,SP,4674,214,1.6
71,1981-82             ,SP,4674,67,0.9
2,1982-83             ,BA,4674,3,1.5
1,1982-83             ,CE,4674,0,0
0,1982-83             ,GO,4674,0,0
2,1982-83             ,MG,4674,2,1
5,1982-83             ,MS,4674,7,1.4
1,1982-83             ,MS,4674,1,1
0,1982-83             ,MT,4674,0,0
1,1982-83             ,PB,4674,1,1
22,1982-83             ,PR,4674,31,1.4
2,1982-83             ,PR,4674,1,0.5
6,1982-83             ,RS,4674,6,1
1,1982-83             ,SC,4674,2,2
0,1982-83             ,SC,4674,0,0
118,1982-83             ,SP,4674,172,1.5
48,1982-83             ,SP,4674,48,1
2,1983-84             ,BA,4674,3,1.5
1,1983-84             ,CE,4674,0,0
0,1983-84             ,GO,4674,0,0
2,1983-84             ,MG,4674,2,1
2,1983-84             ,MS,4674,3,1.5
0,1983-84             ,MS,4674,1,0
0,1983-84             ,MT,4674,0,0
1,1983-84             ,PB,4674,1,1
10,1983-84             ,PR,4674,14,1.4
1,1983-84             ,PR,4674,1,1
6,1983-84             ,RS,4674,6,1
1,1983-84             ,SC,4674,2,2
0,1983-84             ,SC,4674,0,0
74,1983-84             ,SP,4674,132,1.8
38,1983-84             ,SP,4674,54,1.4
2,1984-85             ,BA,4674,3,1.5
1,1984-85             ,CE,4674,0,0
0,1984-85             ,GO,4674,0,0
2,1984-85             ,MG,4674,2,1
2,1984-85             ,MS,4674,4,2
1,1984-85             ,MS,4674,1,1
1,1984-85             ,PB,4674,1,1
12,1984-85             ,PR,4674,24,2
1,1984-85             ,PR,4674,1,1
6,1984-85             ,RS,4674,6,1
111,1984-85             ,SP,4674,218,2
48,1984-85             ,SP,4674,66,1.4
3,1985-86             ,BA,4674,4,1.3
1,1985-86             ,CE,4674,1,1
2,1985-86             ,MG,4674,2,1
2,1985-86             ,MS,4674,1,0.5
1,1985-86             ,MS,4674,1,1
0,1985-86             ,MT,4674,0,0
2,1985-86             ,PB,4674,1,0.5
12,1985-86             ,PR,4674,5,0.4
1,1985-86             ,PR,4674,1,1
6,1985-86             ,RS,4674,6,1
1,1985-86             ,SE,4674,1,1
92,1985-86             ,SP,4674,138,1.5
40,1985-86             ,SP,4674,51,1.3
3,1986-87             ,BA,4674,4,1.3
1,1986-87             ,CE,4674,1,1
2,1986-87             ,MG,4674,2,1
2,1986-87             ,MS,4674,3,1.5
1,1986-87             ,MS,4674,1,1
1,1986-87             ,MT,4674,2,2
1,1986-87             ,PB,4674,1,1
8,1986-87             ,PR,4674,14,1.8
1,1986-87             ,PR,4674,1,1
6,1986-87             ,RS,4674,6,1
1,1986-87             ,SE,4674,1,1
91,1986-87             ,SP,4674,132,1.5
25,1986-87             ,SP,4674,36,1.4
3,1987-88             ,BA,4674,3,1
1,1987-88             ,CE,4674,1,1
1,1987-88             ,MG,4674,1,1
0,1987-88             ,MS,4674,0,0
0,1987-88             ,MS,4674,0,0
1,1987-88             ,MT,4674,2,2
1,1987-88             ,PB,4674,1,1
6,1987-88             ,PR,4674,6,1
0,1987-88             ,PR,4674,0,0
5,1987-88             ,RS,4674,6,1.2
1,1987-88             ,SE,4674,2,2
58,1987-88             ,SP,4674,112,1.9
20,1987-88             ,SP,4674,33,1.6
3,1988-89             ,BA,4674,3,1
1,1988-89             ,CE,4674,1,1
1,1988-89             ,MG,4674,1,1
0,1988-89             ,MS,4674,0,0
0,1988-89             ,MS,4674,0,0
0,1988-89             ,MT,4674,0,0
1,1988-89             ,PB,4674,1,1
2,1988-89             ,PR,4674,4,2
0,1988-89             ,PR,4674,0,0
5,1988-89             ,RS,4674,6,1.2
1,1988-89             ,SE,4674,2,2
55,1988-89             ,SP,4674,104,1.9
18,1988-89             ,SP,4674,27,1.5
3,1989-90             ,BA,4674,4,1.3
1,1989-90             ,CE,4674,1,1
1,1989-90             ,MG,4674,1,1
0,1989-90             ,MS,4674,0,0
0,1989-90             ,MS,4674,0,0
0,1989-90             ,MT,4674,0,0
1,1989-90             ,PB,4674,1,1
2,1989-90             ,PR,4674,3,1.5
0,1989-90             ,PR,4674,0,0
5,1989-90             ,RS,4674,6,1.2
1,1989-90             ,SE,4674,1,1
60,1989-90             ,SP,4674,103,1.7
15,1989-90             ,SP,4674,23,1.5
4,1990-91             ,BA,4674,4,1
1,1990-91             ,CE,4674,1,1
1,1990-91             ,MG,4674,1,1
0,1990-91             ,MS,4674,0,0
0,1990-91             ,MS,4674,0,0
0,1990-91             ,MT,4674,0,0
1,1990-91             ,PB,4674,1,1
2,1990-91             ,PR,4674,4,2
0,1990-91             ,PR,4674,0,0
5,1990-91             ,RS,4674,6,1.2
1,1990-91             ,SE,4674,2,2
57,1990-91             ,SP,4674,97,1.7
14,1990-91             ,SP,4674,22,1.6
4,1991-92             ,BA,4674,4,1
1,1991-92             ,CE,4674,1,1
1,1991-92             ,MG,4674,1,1
0,1991-92             ,MS,4674,0,0
0,1991-92             ,MS,4674,0,0
0,1991-92             ,MT,4674,0,0
1,1991-92             ,PB,4674,1,1
3,1991-92             ,PR,4674,5,1.7
0,1991-92             ,PR,4674,0,0
5,1991-92             ,RS,4674,9,1.8
1,1991-92             ,SE,4674,2,2
63,1991-92             ,SP,4674,112,1.8
18,1991-92             ,SP,4674,29,1.6
3,1992-93             ,BA,4674,3,1
1,1992-93             ,CE,4674,0,0
1,1992-93             ,MG,4674,2,2
0,1992-93             ,MS,4674,0,0
0,1992-93             ,MT,4674,0,0
1,1992-93             ,PB,4674,0,0
2,1992-93             ,PR,4674,3,1.5
0,1992-93             ,PR,4674,0,0
5,1992-93             ,RS,4674,6,1.2
1,1992-93             ,SE,4674,0,0
50,1992-93             ,SP,4674,105,2.1
17,1992-93             ,SP,4674,26,1.5
2,1993-94             ,BA,4674,3,1.5
1,1993-94             ,CE,4674,1,1
1,1993-94             ,MG,4674,2,2
0,1993-94             ,MS,4674,0,0
1,1993-94             ,PB,4674,1,1
2,1993-94             ,PR,4674,3,1.5
5,1993-94             ,RS,4674,6,1.2
1,1993-94             ,SE,4674,1,1
58,1993-94             ,SP,4674,112,1.9
19,1993-94             ,SP,4674,29,1.5
3,1994-95             ,BA,4674,3,1
1,1994-95             ,CE,4674,2,2
1,1994-95             ,MG,4674,2,2
1,1994-95             ,PB,4674,1,1
2,1994-95             ,PR,4674,3,1.5
5,1994-95             ,RS,4674,6,1.2
1,1994-95             ,SE,4674,1,1
61,1994-95             ,SP,4674,103,1.7
19,1994-95             ,SP,4674,22,1.2
3,1995-96             ,BA,4674,3,1
1,1995-96             ,CE,4674,1,1
1,1995-96             ,MG,4674,2,2
1,1995-96             ,PB,4674,1,1
3,1995-96             ,PR,4674,5,1.7
5,1995-96             ,RS,4674,6,1.2
1,1995-96             ,SE,4674,1,1
52,1995-96             ,SP,4674,100,1.9
15,1995-96             ,SP,4674,20,1.3
4,1996-97             ,BA,4674,3,0.8
1,1996-97             ,CE,4674,1,1
1,1996-97             ,MG,4674,1,1
1,1996-97             ,PB,4674,0,0
3,1996-97             ,PR,4674,5,1.7
5,1996-97             ,RS,4674,6,1.2
1,1996-97             ,SE,4674,2,2
57,1996-97             ,SP,4674,98,1.7
16,1996-97             ,SP,4674,20,1.2
4,1997-98             ,BA,4674,3,0.8
1,1997-98             ,CE,4674,1,1
1,1997-98             ,MG,4674,2,2
0,1997-98             ,PB,4674,0,0
3,1997-98             ,PR,4674,5,1.7
5,1997-98             ,RS,4674,7,1.4
1,1997-98             ,SE,4674,1,1
65,1997-98             ,SP,4674,137,2.1
20,1997-98             ,SP,4674,28,1.4
4,1998-99             ,BA,4674,3,0.8
1,1998-99             ,CE,4674,1,1
1,1998-99             ,MG,4674,2,2
0,1998-99             ,PB,4674,0,0
3,1998-99             ,PR,4674,5,1.7
5,1998-99             ,RS,4674,7,1.4
1,1998-99             ,SE,4674,1,1
63,1998-99             ,SP,4674,125,2
19,1998-99             ,SP,4674,29,1.5
4,1999-00             ,BA,4674,3,0.8
1,1999-00             ,CE,4674,1,1
2,1999-00             ,MG,4674,5,2.5
1,1999-00             ,PB,4674,1,1
3,1999-00             ,PR,4674,4,1.3
5,1999-00             ,RS,4674,7,1.4
1,1999-00             ,SE,4674,1,1
66,1999-00             ,SP,4674,131,2
21,1999-00             ,SP,4674,19,0.9
4,2000-01             ,BA,4674,3,0.8
1,2000-01             ,CE,4674,0,0
4,2000-01             ,MG,4674,10,2.5
1,2000-01             ,PB,4674,1,1
5,2000-01             ,PR,4674,10,2
5,2000-01             ,RS,4674,7,1.4
1,2000-01             ,SE,4674,1,1
64,2000-01             ,SP,4674,142,2.2
18,2000-01             ,SP,4674,23,1.3
4,2001-02             ,BA,4674,3,0.8
0,2001-02             ,CE,4674,1,0
4,2001-02             ,MG,4674,10,2.5
0,2001-02             ,PB,4674,0,0
4,2001-02             ,PR,4674,9,2.2
5,2001-02             ,RS,4674,7,1.4
1,2001-02             ,SE,4674,1,1
55,2001-02             ,SP,4674,131,2.4
19,2001-02             ,SP,4674,26,1.4
6,2002-03             ,BA,4674,8,1.3
0,2002-03             ,CE,4674,0,0
3,2002-03             ,MG,4674,4,1.3
0,2002-03             ,PB,4674,0,0
4,2002-03             ,PR,4674,7,1.8
5,2002-03             ,RS,4674,7,1.4
1,2002-03             ,SE,4674,1,1
52,2002-03             ,SP,4674,125,2.4
14,2002-03             ,SP,4674,22,1.6
7,2003-04             ,BA,4674,12,1.7
0,2003-04             ,CE,4674,0,0
7,2003-04             ,MG,4674,13,1.9
1,2003-04             ,PB,4674,1,1
4,2003-04             ,PR,4674,8,2
5,2003-04             ,RS,4674,6,1.2
1,2003-04             ,SE,4674,1,1
58,2003-04             ,SP,4674,149,2.6
15,2003-04             ,SP,4674,26,1.7
6,2004-05             ,BA,4674,8,1.3
1,2004-05             ,CE,4674,1,1
0,2004-05             ,GO,4674,1,0
10,2004-05             ,MG,4674,20,2
4,2004-05             ,MS,4674,12,3
7,2004-05             ,MT,4674,20,2.9
1,2004-05             ,PB,4674,1,1
4,2004-05             ,PR,4674,8,2
5,2004-05             ,RS,4674,4,0.8
1,2004-05             ,SE,4674,1,1
75,2004-05             ,SP,4674,200,2.7
15,2004-05             ,SP,4674,26,1.7
7,2005-06             ,BA,4674,8,1.1
1,2005-06             ,CE,4674,1,1
1,2005-06             ,GO,4674,2,2
3,2005-06             ,MG,4674,4,1.3
2,2005-06             ,MS,4674,5,2.5
7,2005-06             ,MT,4674,21,3
2,2005-06             ,PB,4674,2,1
